"ENERGY STAR Unique ID","ENERGY STAR Partner","Brand Name","Model Name","Model Number","Additional Model Information","UPC","Product Type","Max Nameplate Output Current (A)","Input Voltage (V)","Maximum Output Power (kW)","Number of Outputs","Maximum Output Cord Length (ft.)","Output Cord Gauge (AWG)","Screen Area, if EVSE has high res display (in2)","Maximum (100%) Measured Luminance of the High Res Display (candelas per m2)","Automatic Brightness Control (ABC) Capable?","Connected Capable","DR Protocol","Connects Using","Protocols Used to Support Smart Charging","Network Security Standards","Is Broadband Internet Connection Needed for Demand Response?","Auxiliary Product Features","Product Features","Network Capability","Network Connection Types Available","No Vehicle Mode Input Power (watts)","No Vehicle Mode Total Allowance (watts)","No Vehicle Mode Power Factor","Partial On Mode Input Power (watts)","Partial On Mode Total Allowance (watts)","Partial On Mode Power Factor","Idle Mode Input Power (watts)","Idle Mode Total Allowance (watts)","Idle Mode Power Factor","Full Current Operation Mode Test: Total Loss (watts)","30 A Operation Mode Test: Total Loss (watts)","15 A Operation Mode Test: Total Loss (watts)","4 A Operation Mode Test: Total Loss (watts)","Dual Input Level 2: No Vehicle Mode Input Power (watts)","Dual Input No Vehicle Mode Total Allowance (watts)","Dual Input Level 2: No Vehicle Mode Power Factor","Dual Input Level 2: Partial On Mode Input Power (watts)","Dual Input Partial On Mode Total Allowance (watts)","Dual Input Level 2:  Partial On Mode Power Factor","Dual Input Level 2:  Idle Mode Input Power (watts)","Dual Input Idle Mode Total Allowance (watts)","Dual Input Level 2:  Idle Mode Power Factor","Dual Input Level 2: Full Current Operation Mode Test: Total Loss (watts)","Dual Input Level 2: 30 A Operation Mode Test: Total Loss (watts)","Dual Input Level 2: 15 A Operation Mode Test: Total Loss (watts)","Dual Input Level 2: 4 A Operation Mode Test: Total Loss (watts)","Date Available on Market","Date Certified","Markets","CB Model Identifier"
"2381297","Electrify Canada, L.P.","ELECTRIFY CANADA LP","EC2R040JPA10-00","EC2R040JPA10-00",,,"Level 2","40","240","9.6","1","25","10",,,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","3.5","3.6","0.27","3.41","3.6","0.26","6.19","19.6","0.4","91.49","53.92","17.96","4.5",,,,,,,,,,,,,,"06/29/2021","06/29/2021","Canada","ES_1146212_EC2R040JPA10-00_06292021113408_8981599"
"2829068","Electron Charger","Electron Charger","EC-EVC10/48AC/01C/XX/RF/4G","EC-EVC10/48AC/01C/XX/RF/4G",,,"Level 2","48","240","11.52","1","18","7","7.93",,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet,Cellular","3.78","4.43","0.28","3.84","4.43","0.29","5.23","23.63","0.33","78.9","33.7","10.5","4",,,,,,,,,,,,,,"04/19/2022","04/19/2022","United States, Canada","ES_1149054_EC-EVC10/48AC/01C/XX/RF/4G_11302023174136_79919"
"4639294","Electron Charger","Electron Charger","ECEVC-L2-19KW-C","ECEVC-L2-19KW-C","ECEVC-L2-19KW-T",,"Level 2","80","240","19.2","1","16","6","20.52","13.63","No",,,,,,,"High Resolution Display,Radio Frequency Identification (RFID)",,"Yes","Cellular,Wi-Fi or Gigabit Ethernet","6.43","8.52","0.21","6.45","8.52","0.22","11.12","40.52","0.27","173","33","17","11",,,,,,,,,,,,,,"06/12/2026","06/12/2026","United States, Canada","ES_1149054_EAUS80-A09-32-C_06122026112121_1247369"
"4015603","Elinta Charge, UAB","Elinta Charge, UAB","CityCharge V2","V2","CityCharge Mini2,Mini2",,"Level 2","40","240","9.6","2","16","10",,,"No",,,,,,,,,"No","None","11.58","13.06","0.56","11.6","13.06","0.26","21.71","29.06","0.45","-67.99","-18.17","37.17",,,,,,,,,,,,,,,"04/11/2025","04/11/2025","United States, Canada","ES_1152139_V2_04112025144929_4823758"
"3999314","Elite Lighting","Elite","EVM4-1-40A/32A/16A-9KW-BLE-WIFI, EVR4-1-40A/32A/16A-9KW-BLE-WIFI","EVM4-1-40A/32A/16A-9KW-BLE-WIFI, EVR4-1-40A/32A/16A-9KW-BLE-WIFI",,,"Level 2","40","240","9.6","1","23","8",,,"No",,,,,,,"Radio Frequency Identification (RFID)",,"Yes","Wi-Fi or Gigabit Ethernet","2.4","6.5","0.11","2.51","6.5","0.13","3.89","22.5","0.19","147","95","40","30",,,,,,,,,,,,,,"03/05/2025","03/05/2025","United States, Canada","ES_1100455_EVM4-1-40A/32A/16A-9KW-BLE-WIFI, EVR4-1-40A/32A/16A-9KW-BLE-WIFI_03032025112323_6440545"
"2397026","Emporia Corp.","Emporia","EMEVSE1","EMEVSE1","EMC2-A; EMC2-B; EMEVSE1-B; EMEVSE1-C; EMEVSE1-D; EMEVSE1-E; EMEVSE1-F; EMEVSE1-G; EMEVSE1-H; EMEVSE1-I; EMEVSE1-J; EMEVSE1-K; EMEVSE1-L; EMEVSE1-M; EMEVSE1-N",,"Level 2","48","240","11.52","1","25","6",,,"No","No",,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","2.81","3.6","0.37","2.94","3.6","0.37","5.03","22.8","0.45","136.72","56.29","18.07","5.93",,,,,,,,,,,,,,"05/31/2022","05/31/2022","United States, Canada","ES_1147498_EMEVSE1_051920222322829_6257817"
"2430233","Enphase Energy, Inc.","Enphase","IQ EVSE NA","IQ-EVSE-NA-1080-0100-0100","IQ-EVSE-NA-1040-0120-0100, IQ-EVSE-NA-1040-0110-0100, IQ-EVSE-NA-1040-0100-0100, IQ-EVSE-NA-1050-0120-0100, IQ-EVSE-NA-1050-0110- 0100, IQ-EVSE-NA-1050-0100-0100, IQ-EVSE-NA-1060-0100-0100",,"Level 2","64","240","15.36","1","25","8",,,"No","No",,,"SAE J1772",,"No",,,"Yes","Wi-Fi or Gigabit Ethernet","2.7","3.6","0.47","2.8","3.6","0.48","6.25","29.2","0.48","-206.92","-39.44","-6.61","5.4",,,,,,,,,,,,,,"03/17/2023","03/17/2023","United States, Canada","ES_1148540_IQ-EVSE-NA-1080-0100-0100_03202023110505_1010101"
"3436349","Enphase Energy, Inc.","Enphase","CS-100 EVSE","CS-100, CS-100C",,,"Level 2","80","240","19.2","1","18","6",,,"No",,,,,,,"None",,"Yes","Cellular","2.49","6","0.1","2.58","6","0.1","6.74","38","0.57","271.88","54.46","24.65","13.32",,,,,,,,,,,,,,"04/15/2024","04/15/2024","United States","ES_1148540_CS-100, CS-100C_04152024100910_1010101"
"3543400","Enphase Energy, Inc.","Enphase","IQ EVSE and HCS EVSE","HSC-80","IQ-EVSE-NA-10XX-0101-0100 XX=40/50/60/80 HCS-40R-C30-L25-AYYY-170;HCS-50R-C30-L25-A141-280;HCS-60R-C30-L25-AYYY-179;HCS-80R-C30-L25-AYYY-180; YYY=130/141 HCS-40R-C30-L25-A132-PPP; PPP=262/173 HCS-60R-C30-L25-A132-QQQ; QQQ=253/183 HCS-80R-C30-L25-A132-184",,"Level 2","64","240","15.36","1","25","8",,,"No",,,,,,,"None",,"Yes","Wi-Fi or Gigabit Ethernet","2.89","5","0.49","2.89","5","0.46","2.92","30.6","0.46","230.53","61.02","19.71","7.49",,,,,,,,,,,,,,"05/31/2024","05/31/2024","United States","ES_1148540_IQ-EVSE-NA-1080-0100-010_06062024013910_1010101"
"4572925","Enphase Energy, Inc.","Enphase Energy","IQ EV Charger 2","IQ-EVSE-NA-1100-0100-1420, IQ-EVSE-NA-1080-0100-1420, IQ-EVSE-NA-1060-0100-1420, IQ-EVSE-NA-1060-0100-1120, IQ-EVSE-NA-1060-0101-1120, IQ-EVSE-NA-1050-0110-1120","IQ-EVSE-NA-1100-0100-1420, IQ-EVSE-NA-1080-0100-1420, IQ-EVSE-NA-1060-0100-1420, IQ-EVSE-NA-1060-0100-1120, IQ-EVSE-NA-1060-0101-1120, IQ-EVSE-NA-1050-0110-1120",,"Level 2","80","240","19.2","1","25","6",,,"No",,,,,,,"Radio Frequency Identification (RFID),Revenue Grade Meter",,"Yes","Wi-Fi or Gigabit Ethernet,Cellular","7.2","7.5","0.43","7.4","7.5","0.43","7.3","39.5","0.43","337.3","56.8","21.58","9.29",,,,,,,,,,,,,,"03/02/2026","03/02/2026","United States, Canada","ES_1148540_IQ-EVSE-NA-1100-0100-1420_03052026100710_1010101"
"2401078","Epic Charging","EpicCharging","EC1/48AC/01C/XX/RF/4G","EC1/48AC/01C/XX/RF/4G",,,"Level 2","48","240","11.52","1","18","7","7.93",,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet,Cellular","3.78","4.43","0.28","3.84","4.43","0.29","5.23","23.63","0.33","78.9","33.7","10.5","4",,,,,,,,,,,,,,"04/19/2022","04/19/2022","United States, Canada","ES_1147923_EC/48AC/01C/SR/RF/4G_08232022091948_5975763"
"2514648","Espen Technology Inc.","Espen","EVC/A48S/JXX/EG/5D","EVC/A48S/JXX/EG/5D",,,"Level 2","48","240","11.52","1","18","7","7.93",,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet,Cellular","3.78","4.43","0.28","3.84","4.43","0.29","5.23","23.63","0.33","78.9","33.7","10.5","4",,,,,,,,,,,,,,"04/19/2022","04/19/2022","United States, Canada","ES_1061417_EVC/A48S/JXX/EG/5D_06162023193314_5771295"
"3354790","Espen Technology Inc.","Espen","EVC/A48R/JXX/EW","EVC/A48R/JXX/EW","EVC/A32R/JXX/EW; EVC/A32R/JXX/EWG; EVC/A40R/JXX/EW; EVC/A40R/JXX/EWG.; EVC/A48R/JXX/EWG",,"Level 2","48","240","11.52","1","18","8",,,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","3.56","3.6","0.07","3.5","3.6","0.76","13.65","22.8","0.38","157.7","24.2","20.1","4",,,,,,,,,,,,,,"02/22/2023","02/22/2023","United States, Canada","ES_1061417_EVC/A32R/JXX/EW_12302023134338_7208520"
"4471361","Espen Technology Inc.","Espen","EVC/A80","EVC/A80",,,"Level 2","80","240","19.2","1","25","6","8.54","120","No",,,,,,,"High Resolution Display,Radio Frequency Identification (RFID)",,"Yes","Wi-Fi or Gigabit Ethernet,Cellular","6.12","7.41","0.38","6.1","7.41","0.38","10.31","39.41","0.41","338.44","61.5","22.93","11.24",,,,,,,,,,,,,,"01/14/2025","01/14/2025","United States, Canada","ES_1061417_EVC/ followed by A80_06272025151540_5303003"
"4471362","Espen Technology Inc.","Espen","EVC/A48","EVC/A48",,,"Level 2","48","240","11.52","1","25","8","8.54","120","No",,,,,,,"Radio Frequency Identification (RFID)",,"Yes","Wi-Fi or Gigabit Ethernet,Cellular","6.47","7.41","0.39","6.55","7.41","0.39","10.88","26.61","0.43","191.61","83.06","28.47","12.2",,,,,,,,,,,,,,"11/12/2024","11/12/2024","United States, Canada","ES_1061417_EVC/ followed by A48_06272025150249_2784234"
"4510394","Espen Technology Inc.","Espen","EVC/A48X2","EVC/A48X2",,,"Level 2","96","240","23.04","2","25","8","21.52","120","No",,,,,,,"Radio Frequency Identification (RFID)",,"Yes","Wi-Fi or Gigabit Ethernet,Cellular","5.29","7.1","0.36","5.31","7.1","0.36","5.88","26.3","0.37","198.29","83.29","30.85","13.25",,,,,,,,,,,,,,"11/12/2024","11/12/2024","United States, Canada","ES_1061417_EVC/A48X2_09262025145106_2894098"
"3892427","eTreego CO., LTD","eTreego Co.,LTD","ATLUE1-80AAS","ATLUE1-80AAS","ATLUE1-32AAS,ATLUE1-32AAS; ATLUE1-50AAS,ATLUE1-50AAS",,"Level 2","80","240","19.2","1","16","6",,,"No",,,,,,,"PLC Board (ISO 15118),Radio Frequency Identification (RFID)",",Wi-Fi / Ethernet","Yes","Wi-Fi or Gigabit Ethernet,Other LAN (Local Area Network)","5.27","7.5","0.33","5.23","7.5","0.33","7.83","39.5","0.36","228.41","50.07","24.49","17.6",,,,,,,,,,,,,,"12/13/2024","12/13/2024","United States, Canada","ES_1151283_ATLUE1-80AAS_121320240208352_6104100"
"4005714","EVAR Corp","EVAR Corp","ELA007C03","ELA007C03",,,"Level 2","32","240","7.68","1","23","10",,,"No","No",,,,,,"Radio Frequency Identification (RFID),Revenue Grade Meter,Speaker",,"No","Wi-Fi or Gigabit Ethernet,None","3.4","8.5","0.22","5.54","8.5","0.3","5.21","21.3","0.3","79.42","73.66","22.35","6.34",,,,,,,,,,,,,,"08/08/2024","08/08/2024","United States, Canada","ES_350889_ELA007C03_032420250424772_7317898"
"2396996","EVBOLT INC","EVBOLT","ELECTRIC VEHICLE SUPPLY EQUIPMENT","EVB-AC-PAX11LNWF4G","EVB-AC-PAX11LNWF",,"Level 2","48","240","11.52","1","18","7","10.77","295.2","No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet,Cellular","4.27","4.81","0.33","4.27","4.81","0.33","6.53","24.89","0.36","10","4","2","1",,,,,,,,,,,,,,"05/23/2022","05/23/2022","United States","ES_1147256_EVB-AC-PAX11LNWF4G_05272022182155_1010101"
"2732583","EVBOLT INC","EVBOLT, Inc.","EVB-AC-B11-LNWF4G","EVB-AC-B11-LNWF4G",,,"Level 1/Level 2 Dual Input","16","120","1.92","1","16","8","8.15","244.7","No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet,Cellular","6.33","8.41","0.4","6.95","8.41","0.41","12.47","14.81","0.52","27",,"12","5","7.04","8.41","0.25","7.14","8.41","0.26","11.83","27.61","0.37","-93","-45","-18","17","11/09/2023","11/09/2023","United States, Canada","ES_1147256_EVB-AC-B11-LNWF4G_11092023103242_7859140"
"3477775","EVBOLT INC","EVBOLT, Inc.","EVB-AC-B2X7DHD-********, EVB-AC-B2X9DHD-********, EVB-AC-B2X11DHD-********.","EVB-AC-B2X7DHD-********, EVB-AC-B2X9DHD-********, EVB-AC-B2X11DHD-********.",,,"Level 2","48","240","11.52","2","25","8","7.93","126.9","No",,,,,,,"High Resolution Display,Credit Card Reader,Radio Frequency Identification (RFID)",,"Yes","Wi-Fi or Gigabit Ethernet,Cellular","10.91","12.35","0.34","10.98","12.35","0.34","12.72","31.55","0.36","37.81","35.73","34.87","34.77",,,,,,,,,,,,,,"03/19/2024","03/19/2024","United States, Canada","ES_1147256_EVB-AC-B2X7DHD-********, EVB-AC-B2X9DHD-********, EVB-AC-B2X11DHD-********._04302024150336_9683191"
"3553973","EV Charging Clean Energy Technology Co., Ltd","EV charging","Atlas_UL AC Commercial Charger","A7-OP-UL-SH","Atlas_UL AC Commercial Charger,A7-OP-UL-Sp","767461337396;767461337402","Level 2","32","240","7.68","1","25","10","7.9","900","No","Yes","Open Charge Point Protocol (OCPP)","Wi-Fi,Wired Ethernet","SAE J1772","None","No","Credit Card Reader","None","Yes","Wi-Fi or Gigabit Ethernet,Cellular","5.62","12.09","0.34","5.66","12.09","0.28","8.74","24.89","0.33","98","78.4","38.5","18.2",,,,,,,,,,,,,,"07/05/2024","07/05/2024","United States, Canada","ES_1150715_A7-OP-UL-SH_07052024114400_0000001"
"3553974","EV Charging Clean Energy Technology Co., Ltd","EV charging","Atlas_UL AC Commercial Charger","A9-OP-UL-SH","Atlas_UL AC Commercial Charger,A9-OP-UL-Sp","767461337419;767461337426","Level 2","40","240","9.6","1","25","8","7.9","900","No","Yes","Open Charge Point Protocol (OCPP)","Wi-Fi,Wired Ethernet","SAE J1772","None","No","Credit Card Reader","None","Yes","Wi-Fi or Gigabit Ethernet,Cellular","5.64","12.09","0.35","5.67","12.09","0.31","10.86","28.09","0.34","96.2","69.5","37.8","17.5",,,,,,,,,,,,,,"07/05/2024","07/05/2024","United States, Canada","ES_1150715_A9-OP-UL-SH_07052024120500_0000001"
"3553979","EV Charging Clean Energy Technology Co., Ltd","EV charging","Atlas_UL AC Commercial Charger","A11-OP-UL-SH","Atlas_UL AC Commercial ChargerAtlas_UL AC Commercial Charger,A11-OP-UL-Sp","767461337433;767461337440","Level 2","48","240","11.52","1","25","7","7.9","900","No","Yes","Open Charge Point Protocol (OCPP)","Wi-Fi,Wired Ethernet","SAE J1772","None","No","Credit Card Reader","None","Yes","Wi-Fi or Gigabit Ethernet,Cellular","5.57","12.09","0.34","5.65","12.09","0.35","11.36","31.29","0.34","105.6","65.7","36.4","18.4",,,,,,,,,,,,,,"07/05/2024","07/05/2024","United States, Canada","ES_1150715_A11-OP-UL-SH_07052024130400_0000001"
"2370945","EverCharge Inc","EverCharge Inc.","EV002","E800-1001","E800-1000",,"Level 2","80","240","19.2","1","24","6",,,"No",,,,,,,,,"Yes","Cellular","3.31","4.6","0.39","3.73","4.6","0.4","7.55","36.6","0.47","210.27","35.47","14.22","7.82",,,,,,,,,,,,,,"10/24/2020","10/24/2020","United States, Canada","ES_1145792_E800-1001_12162020114374_3925773"
"4439074","EverCharge Inc","EverCharge","COVE","E800-1027",,,"Level 2","48","240","11.52","1","18","12",,,"Yes",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","1.89","5","0.15","2.34","5","0.3","4.15","24.2","0.4","0.9",,,,,,,,,,,,,,,,,"06/02/2025","06/02/2025","United States, Canada","ES_1145792_E800-1027_06062025164606_971598922"
"2507655","EVFastCharge Ltd.","EVFastCharge / MOTEN EVFC","MTL-AC-EV48","MTL-AC-EV48",,"715786248088","Level 2","48","240","11.52","1","25","8",,,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","0.83","5","0.16","0.9","5","0.17","1.48","24.2","0.18","80.6","66.4","37.6","23.9",,,,,,,,,,,,,,"05/30/2023","05/30/2023","United States, Canada","ES_1149161_MTL-AC-EV48_05232023152821_9205133"
"2665215","EVIQO TECHNOLOGIES LIMITED","EVIQO","EVIPOWER","EVIPOWER1",,"8720938441004","Level 2","40","240","9.6","1","25","8",,,"No",,,,"SAE J1772",,,,,"Yes","Wi-Fi or Gigabit Ethernet","1.75","5","0.25","1.76","5","0.26","1.93","21","0.23","123.93","90.95","47.84","26.34",,,,,,,,,,,,,,"09/12/2023","09/12/2023","United States, Canada","ES_1149321_EVIPOWER1_09082023131224_6884424"
"3998895","EVIQO TECHNOLOGIES LIMITED","EVIQO","EVIPOWER248N","EVIPOWER248N",,,"Level 2","48","240","11.52","1","25","9",,,"No",,,,,,,"Radio Frequency Identification (RFID)",,"Yes","Wi-Fi or Gigabit Ethernet,Cellular","2.43","6.5","0.28","2.24","6.5","0.27","4.99","25.7","0.32","140.64","54.36","17.37","5.83",,,,,,,,,,,,,,"03/03/2025","03/03/2025","United States, Canada","ES_1149321_EVIPOWER248N_02252025170404_6807824"
"4005577","EVIQO TECHNOLOGIES LIMITED","EVIQO","EVIPOWER240J","EVIPOWER240J",,,"Level 2","40","240","9.6","1","25","10",,,"No",,,,,,,"Radio Frequency Identification (RFID)",,"Yes","Wi-Fi or Gigabit Ethernet,Cellular","2.36","6.5","0.28","2.17","6.5","0.28","4.74","22.5","0.32","133.24","70.28","20.32","5.79",,,,,,,,,,,,,,"03/03/2025","03/03/2025","United States, Canada","ES_1149321_EVIPOWER240J_02252025165216_1555444"
"4005578","EVIQO TECHNOLOGIES LIMITED","EVIQO","EVIPOWER240N","EVIPOWER240N",,,"Level 2","40","240","9.6","1","25","10",,,"No",,,,,,,"Radio Frequency Identification (RFID)",,"Yes","Wi-Fi or Gigabit Ethernet,Cellular","2.36","6.5","0.28","2.17","6.5","0.28","4.74","22.5","0.32","133.24","70.28","20.32","5.79",,,,,,,,,,,,,,"03/03/2025","03/03/2025","United States, Canada","ES_1149321_EVIPOWER240N_02252025165817_8445855"
"4005579","EVIQO TECHNOLOGIES LIMITED","EVIQO","EVIPOWER248J","EVIPOWER248J",,,"Level 2","48","240","11.52","1","25","9",,,"No",,,,,,,"Radio Frequency Identification (RFID)",,"Yes","Wi-Fi or Gigabit Ethernet,Cellular","2.43","6.5","0.28","2.24","6.5","0.27","4.99","25.7","0.32","140.64","54.36","17.37","5.83",,,,,,,,,,,,,,"03/03/2025","03/03/2025","United States, Canada","ES_1149321_EVIPOWER248J_02252025170038_8435174"
"3477594","EVmode LLC (DBA: EVmode)","Evmode","EVM-2000","EVM-2000",,,"Level 2","48","240","11.52","1","16","8",,,"No",,,,,,,"Revenue Grade Meter",,"Yes","Wi-Fi or Gigabit Ethernet","3.41","6","0.22","3.5","6","0.22","6.74","25.2","0.31","118.47","62.7","20.02","7.74",,,,,,,,,,,,,,"05/01/2024","05/01/2024","United States","ES_1150433_EVM2000_05032024033710_1010101"
"2369643","EvoCharge Inc.","EvoCharge","EVO32-310-001-ESEVO32-310-001-ES","EVO32-310-001-ESEVO32-310-001-ES","EVO32-310-002-ES; EVO32-320-001; EVO32-320-002",,"Level 2","32","240","7.68","1","25","10",,,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","3.48","3.6","0.25","3.53","3.6","0.25","6.03","16.4","0.3","84.08","73.92","22.25","6.96",,,,,,,,,,,,,,"11/16/2020","11/16/2020","United States, Canada","ES_1141591_EVO32-310-001_11172020152323_6603611"
"2472803","EvoCharge Inc.","EvoCharge","W1-1962-7PT0","W1-1962-7PT0","W1-1962-4PT0; W1-1962-4PT1; W1-1962-5PT0; W1-1962-5PT1; W1-1962-7PT1",,"Level 2","40","240","9.6","1","25","10",,,"No","No",,,,,,,"Model is portable","Yes","Wi-Fi or Gigabit Ethernet","3.43","3.6","0.26","3.55","3.6","0.27","6.1","19.6","0.34","133.45","76.65","22.54","6.72",,,,,,,,,,,,,,"08/07/2024","08/07/2024","United States, Canada","ES_1141591 _W1-1962-7PT0_042820232325419_2377601"
"2472804","EvoCharge Inc.","EvoCharge","W1-1962-2PT0","W1-1962-2PT0","W1-1962-2PT1",,"Level 2","40","240","9.6","1","25","10",,,"No","No",,,,,,,,"No","None","1.68","2.6","0.18","1.8","2.6","0.19","4.57","18.6","0.32","132.23","75.92","21.52","5.5",,,,,,,,,,,,,,"05/05/2023","05/05/2023","United States, Canada","ES_1141591 _W1-1962-2PT0_042820232338375_8209279"
"3531191","EvoCharge Inc.","EvoCharge","MAX80","EVC80-310-001",,,"Level 2","82","2.08","0.17","0","25","6",,,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet,Cellular","5.98","8.5","0","6.35","8.5","0","9.23","40.5","0","39",,,,,,,,,,,,,,,,,"05/31/2024","05/31/2024","United States","ES_1141591_EVC80-310-001_20244131124449_8797592"
"3554316","EvoCharge Inc.","EvoCharge","BASE","EVC50002000","EVC32051000; EVC32052000; EVC32053000; EVC32054000; EVC50001000; EVC50003000; EVC50004000",,"Level 2","50","240","12","1","25","8",,,"No","No",,,,,,,"Model is portable","No","None","1.08","4","0.21","1.01","4","0.2","3.4","24","0.36","134.64","51.98","15.04","4.21",,,,,,,,,,,,,,"07/15/2024","07/15/2024","United States, Canada","ES_1141591_EVC50002000_071020241558822_7714376"
"3554317","EvoCharge Inc.","EvoCharge","HOME","EVC50012001","EVC32061001; EVC32062001; EVC32063001; EVC32064001; EVC50011001; EVC50013001; EVC50014001",,"Level 2","50","240","12","1","25","8",,,"No","No",,,,,,"Revenue Grade Meter","Model is portable","Yes","Wi-Fi or Gigabit Ethernet","2.2","6","0.28","2.15","6","0.29","4.49","26","0.38","131.63","51.05","16.09","5.23",,,,,,,,,,,,,,"07/15/2024","07/15/2024","United States, Canada","ES_1141591_EVC50002001_071020241623731_1017479"
"3815198","EvoCharge Inc.","EvoCharge","PRO","EVC50021###","EVC50022###,### may be any numeric suffix; EVC50023###,### may be any numeric suffix; EVC50024###,### may be any numeric suffix; EVC50031###,### may be any numeric suffix; EVC50032###,### may be any numeric suffix; EVC50033###,### may be any numeric suffix; EVC50034###,### may be any numeric suffix",,"Level 2","50","240","12","1","25","8",,,"No","No",,,,,,"PLC Board (ISO 15118),Radio Frequency Identification (RFID)",,"No","None","4.07","7.5","0.35","3.77","7.5","0.34","5.85","27.5","0.41","140.4","59.48","19.05","6.81",,,,,,,,,,,,,,"11/27/2024","11/27/2024","United States, Canada","ES_1141591_EVC50022003_111520240044945_8986896"
"4510147","Evra Energy LLC","IYILO","Electric Vehicle Charging Station","IYILO-RA48","Electric Vehicle Charging Station,IYILO-RA40",,"Level 2","48","240","11.52","1","18","9",,,"No",,,,,,,"Radio Frequency Identification (RFID),Revenue Grade Meter,Speaker",,"Yes","Wi-Fi or Gigabit Ethernet","1.19","8.5","0.12","1.25","8.5","0.13","1.31","27.7","0.13","234.54","86.62","23.35","4.15",,,,,,,,,,,,,,"09/23/2025","09/23/2025","United States, Canada","ES_1152573_IYILO-RA48_09242025094310_1010101"
"4586635","Foshan Maxgreen New Energy Technology Ltd","MAX GREEN","EAUS32-L01-XX-#","EAUS32-L01-XX-#","EAUS32-A09-XX-#; EAUS40-A09-XX-#; EAUS40-L01-XX-#; EAUS48-A09-XX-#; EAUS48-L01-XX-#; EAUS80-A09-XX-#; EAUS80-L01-XX-#",,"Level 2","80","240","19.2","1","25","6","7.93","150","No",,,,,,,"High Resolution Display,Radio Frequency Identification (RFID)",,"Yes","Wi-Fi or Gigabit Ethernet,Cellular","3.72","7.35","0.29","3.77","7.35","0.29","8.78","39.35","0.32","36.3","25.7","25.6","25.9",,,,,,,,,,,,,,"04/14/2026","04/14/2026","United States, Canada","ES_1152338_EAUS32-L01-XX-#_03312026094527_986444"
"4481154","Free2move eSolutions NA LLC","Free2Move Charge","EMC2-A","EMC2-A","EMC2-B",,"Level 2","48","240","11.52","1","25","6",,,"No","No",,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet","2.81","3.6","0.37","2.94","3.6","0.37","5.03","22.8","0.45","136.72","56.29","18.07","5.93",,,,,,,,,,,,,,"08/11/2025","08/11/2025","United States, Canada","ES_1152409_EMC2-A_080720251647290_3100702"
"2911619","General Motors, LLC","GM","PowerUp","EIAW-U11KSSU7E01","PowerUp,EVAW-UA113WTG01",,"Level 2","48","240","11.52","1","25","8","0",,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet,Cellular","3.51","5","0.27","3.54","5","0.27","7.56","24.2","0.39","165",,,,,,,,,,,,,,,,,"12/19/2023","12/19/2023","United States, Canada","ES_1019376_EIAW-U11KSSU7E01_12182023145934_649225"
"3722240","General Motors, LLC","GM","PowerUp","EIAW-U11KSSU7E01",,,"Level 2","48","240","11.52","1","25","8","0",,"No",,,,,,,,,"Yes","Wi-Fi or Gigabit Ethernet,Cellular","3.51","5","0.27","3.54","5","0.27","7.56","24.2","0.39","165",,,,,,,,,,,,,,,,,"12/19/2023","12/19/2023","United States, Canada","ES_1151330_EIAW-U11KSSU7E01_10312024115224_6178705"
"2740472","GoPowerEV Inc.","GoPowerEV","Electric Vehicle Supply Equipment","SO3R20-S1",,,"Level 2","16","240","3.84","3","0","0",,,"No",,,,,,,"Radio Frequency Identification (RFID)",,"Yes","Wi-Fi or Gigabit Ethernet","1.49","7.33","0.36","1.52","7.33","0.37","3.34","13.73","0.4","62.19",,"57.56","13.51",,,,,,,,,,,,,,"11/15/2023","11/15/2023","United States","ES_1147597_SO3R20-S1_11222023113544_1010101"
"3477606","Greenworks North America LLC","Greenworks tools","EVC0640","EVC0640",,,"Level 2","40","240","9.6","1","25","8",,,"No",,,,,,,"Radio Frequency Identification (RFID)",,"Yes","Wi-Fi or Gigabit Ethernet","3.93","6.5","0.26","5.74","6.5","0.32","5.75","22.5","0.29","103","68","36","6",,,,,,,,,,,,,,"05/06/2024","05/06/2024","United States, Canada","ES_1150179_EVC0640_05062024114159_3510248"
